,lable,timesubmit,idemail,username,note,timeuse,address,Body,maintenance
476,other|other|other|other,1704881153.6387775,tony156,tony,,4,other|other|other|other,"POST INSPECTION REPORT
Hi, 

Please find below your Post Inspection Report for the period 6/11/23 - 12/11/23
This report will show all inspections that were scheduled to occur in the above period, where (Brian) Yuan Fang was assigned to the Property as the Property Manager.

Thanks, 
InspectRealEstate

INSPECTION DATE: Saturday, 11/11/23

12:30 PM - 12:45 PM

Address:

4133/10 Porter St, Ryde

Inspector:

(Kelvin) Qiang Li - Mob: 0435897887

Assigned Team:

BDM: No BDM Assigned
PM: (Brian) Yuan Fang - Mob: 0438 802 543
LA: (Kelvin) Qiang Li - Mob: 0435897887


MROL Reports:

Quick Report Via Email: No
Quick Report Via SMS: No
Full Report Via Email: No
Full Report Via SMS: No

Tasks:


Results:

There were no tenants registered.


CANCELLED INSPECTIONS FOR THIS REPORT: 

There were no cancelled inspections for this report period.

[<https://api.inspectrealestate.com.au/email/track?a=08c2e04b-2a67-4e65-aeb5-d17f32df9b67&b=False&c=False&eta=0>]
",other
477,other|other|other|other,1704881157.7176569,tony157,tony,,3,other|other|other|other,"Hi Tony Jiayu Wang, 
We have received a rent payment $1,200.00 on 2023-11-13 for tenant of Lot 118, 48 Abacus Parade, Werrington NSW 2747 [Qi ZHANG] which does not equal to period amount.
Kindly please follow up the payment with tenant .
",other
478,other|other|other|other,1704881163.1861873,tony158,tony,,5,other|other|other|other,"Hi Tony Jiayu Wang, 
We have received a rent payment $550.00 on 2023-11-13 for tenant of Lot 164, Unit 510/8 River Road West, Parramatta NSW 2150 [Paul Da Hao XIAN] which does not equal to period amount.
Kindly please follow up the payment with tenant .
",other
479,other|other|other|other,1704881166.9891865,tony159,tony,,3,other|other|other|other,"Hi Tony Jiayu Wang, 
We have received a rent payment $430.00 on 2023-11-13 for tenant of Lot 282, Unit 804/2 River Road West, Parramatta NSW 2150 [Qi Qi LI] [RIVI904A] which does not equal to period amount.
Kindly please follow up the payment with tenant .
",other
480,other|other|other|other,1704881170.794868,tony160,tony,,3,other|other|other|other,"Hi Tony Jiayu Wang, 
We have received a rent payment $11.34 on 2023-11-13 for tenant of Lot 104, Unit C4201/1 Hamilton Crescent, Ryde NSW 2112 [Xin Lei Flora WANG] which does not equal to period amount.
Kindly please follow up the payment with tenant .
",other
481,other|other|other|other,1704881175.377912,tony161,tony,,4,other|other|other|other,"Hi Tony Jiayu Wang, 
We have received a rent payment $13.45 on 2023-11-13 for tenant of Lot 120, Unit A4205/1 Hamilton Crescent, Ryde NSW 2112 [Kay Thi MYO] which does not equal to period amount.
Kindly please follow up the payment with tenant .
",other
482,other|other|other|other,1704881179.7098284,tony162,tony,,4,other|other|other|other,"Hi Tony Jiayu Wang, 
We have received a rent payment $18.88 on 2023-11-13 for tenant of Lot 229, Unit C5601/16 Constitution Road, Ryde NSW 2112 [Ching Nam YUEN] which does not equal to period amount.
Kindly please follow up the payment with tenant .
",other
483,other|other|other|other,1704881183.8190057,tony163,tony,,3,other|other|other|other,"Hi Tony Jiayu Wang, 
We have received a rent payment $50.00 on 2023-11-13 for tenant of Lot 118, 48 Abacus Parade, Werrington NSW 2747 [Qi ZHANG] which does not equal to period amount.
Kindly please follow up the payment with tenant .
",other
484,other|other|other|other,1704881187.9013617,tony164,tony,,3,other|other|other|other,"Hi Tony Jiayu Wang, 
We have received a rent payment $160.00 on 2023-11-13 for tenant of Lot 282, Unit 804/2 River Road West, Parramatta NSW 2150 [Qi Qi LI] [RIVI904A] which does not equal to period amount.
Kindly please follow up the payment with tenant .
",other
485,strata|notice to resident|other|other,1704881204.7850673,tony165,tony,,16,other|other|other|other,"[<https://buildinglink.com/v2/global/Image.ashx?Type=MailTemplateImage&ImageId=188720&width=90&dt=1112232243&digest=1uZxWpS0kt3Hs08phPKOAg>]Entrada SP84890 20 Victoria Road
North Parramatta New South Wales 2150 Residential Water Shut Down - No Longer Required Dear Owners and Residents,
 

Building Management advises that the Residential Water Supply Shut Down is no longer required.

 

Thank you for your patience and understanding.

 

Regards,

 

Building Management

[<https://jc73p7ph.r.us-east-1.awstrack.me/I0/0100018bc5b48e67-de112653-b059-49a8-b756-a42f2035136d-000000/2Z0pxJT0oErWwFUo9TV-T974ag4=347>]

",strata
486,other|other|other|other,1704881217.8718326,tony166,tony,,12,other|other|other|other,"[Error Icon<cid:icon.png>]Message blocked 
Your message to rbo@customerservice.nsw.gov.au has been blocked. See technical details below for more information. The response from the remote server was:

550 5.4.1 Recipient address rejected: Access denied. AS(201806281) [ME3AUS01FT006.eop-AUS01.prod.protection.outlook.com 2023-11-12T22:47:17.177Z 08DBE3AE356D9D2D] 


",other
487,strata|notice to resident|other|other,1704881230.1331577,tony168,tony,,12,other|other|other|other,"Dear Joshua,

I hope this email finds you well.

We would like to bring your attention to the following notice from the strata.

Please note that this is a general notice from Strata. If the content is not relevant to your residence, please disregard this email.


Thank you for your attention to this matter.

Kind Regards,

Tony, Jiayu Wang
Team Leader of Amazing Team
Executive Senior Partner, Property Management
Property Management Department
[T]: 02 9192 2800 - ext. 561
[D]: 02 9192 2828 (PMD Enquiry)
[M]: 0408 419 131
[E]: tonywang@pia.com.au

<cid:embed-image182369d7cbd14697a2a487de7d329519>




From: 'Melissa Elliott' via PMD Info <pmdinfo@pia.com.au<mailto:pmdinfo@pia.com.au>> 
Sent: Monday, 13 November 2023 9:34 AM
Cc: modena@centralfacility.com.au<mailto:modena@centralfacility.com.au>
Subject: RE: 100612 - 27 YATTENDEN CRESCENT, BAULKHAM HILLS | Important
Notice - Please read

 

Dear Owners, Agents and Tenants, 

 

I hope this email finds you well. 

 

Friendly reminder about the information session being
held tonight in the community room onsite, at 6 pm. 

 

Please arrive promptly, entering via the external back
stairs at Yattenden Crescent.  

 

See you there.   

 

<file:///C:/Users/daisyh/AppData/Local/Temp/msohtmlclip1/01/clip_image001.jpg>

MELISSA ELLIOTT​​​​

Senior Strata Manager

netstrata.com.au<https://au.content.exclaimer.net/?url=https%3A%2F%2Fnetstrata.com.au%2F&amp;tenantid=Ys1hMu1cEe2fcQAiSJaubA&amp;templateid=4535e70317f9ed11907c00224896aee6&amp;signature=lw9oBP5ythExnOaZ9Ypz10PgC15S24nKR3FvOCuF4kP8WpA42P75rmVHvNO1EHjlozCTMfJ0HWQnbaaIe-DtuEAMVFud1kEdJrQb812VbJ7d9aa2L2XNrsFBcnELpFcmLzBpWsKGKaCQr0f7QuNH7PcrFsUbCTcgqxOrrBxgrD_i74ynebCEmncos2ygX_8gJJX-wdPwi_CtTXIM-O8i07n3ZkHh8lOLc0r9EsxTbbXGAaPiuOrDH25QRP7aFmeakP2L0MW9_xoVq625-ICyhyJrHPm9jtX4gP4IzIKcWBNzNUD5kmGBDZCKC9aYsK0X2CFO0tn6NGF2AuQi7oVHKA&amp;v=1&amp;imprintMessageId=f5fa3e29-f058-4066-b443-341f03d2c537>



[Facebook<file:///C:/Users/daisyh/AppData/Local/Temp/msohtmlclip1/01/clip_image003.gif>]<https://au.content.exclaimer.net/?url=https%3A%2F%2Fwww.facebook.com%2Fnetstrata&amp;tenantid=Ys1hMu1cEe2fcQAiSJaubA&amp;templateid=4535e70317f9ed11907c00224896aee6&amp;signature=sM-u-VnZUCdeSd8dlGEJKHZUwX9WGKhkDZdeCzOuErT2wRWF6tISIaqEp2O3mWsNN7vc6rfZdQGOHhg8_Ii7GWF367db8oHQZZeePcFVNVtdYlKLbPvtePP9lkaFf20RFyYCBFCHcBlJ2G4Vs-PibahJ9mt-TSHmFIZDnhC0gNMWkhsC9jIDuCQZk5uzZfiFc7ZJ0vWgeYoeqbpZmc0rdITj_A82Qo7EEyevS4fXDRFCU_VZbcgTZ7nEVLda6OW_8P4t-e9pCAO24H39IyzcYvHcprUdSqd80r4Uzn0_GsCyZqxivzN_m0x9I0Wl43PMiguYELn6JRGNUiT1bebLYQ&amp;v=1&amp;imprintMessageId=f5fa3e29-f058-4066-b443-341f03d2c537>

[LinkedIn<file:///C:/Users/daisyh/AppData/Local/Temp/msohtmlclip1/01/clip_image005.gif>]<https://au.content.exclaimer.net/?url=https%3A%2F%2Fau.linkedin.com%2Fcompany%2Fnetstrata&amp;tenantid=Ys1hMu1cEe2fcQAiSJaubA&amp;templateid=4535e70317f9ed11907c00224896aee6&amp;signature=dbDZ7JKdu7ByrkZQuSjGfWy5XZaDNeWsxTd7F7m_QKSzG_LVTnVNLiDjB7SPFoUwjqKMeG86zev4oeJLqCuyjzq4zRSu1T26QrBn2QFvWi9yP05EfCZSFGc-8c4AFVHGM8raGcQN59xo-lpznR58wZokqYq57H8IwB-RrceaxsQKNI3bSTU1NXnVIVYe7mlH9ynRzHYug-UK1u9HnL__fr5lxsso7P7Cmsrkr09klZtyLbDUIIMWwdcFacaRWmW4Ou5yObOOSUY9L880Qj5rXDORExKix2djAaoEeJjrxYxtNj1o0LKdgXMCjSndpbXXD5wg0SxM-gCTzmjBkwyGoA&amp;v=1&amp;imprintMessageId=f5fa3e29-f058-4066-b443-341f03d2c537>

[Twitter<file:///C:/Users/daisyh/AppData/Local/Temp/msohtmlclip1/01/clip_image007.gif>]<https://au.content.exclaimer.net/?url=https%3A%2F%2Fwww.instagram.com%2Fnetstrata&amp;tenantid=Ys1hMu1cEe2fcQAiSJaubA&amp;templateid=4535e70317f9ed11907c00224896aee6&amp;signature=IWkbhV0R10PtKiv2PUIkBz5hA-bwsRy-w0EIGDFMa_nadK3BLniwaFu1WctUvF_EewaKHxBK9EIVLvfIWgx-CP5zTqjg4c4AEGqkTjJJ3MzRj3JJZ7owkUvgoZgLHSywFDL_Fn5eFt1MTAItK0Ha84zpAg1pgQO2GOgJ2ct_rMEHbveCFk2-W5Jrcd0qOYbESWC9FAtBodS-aP-gkfQQ05ZI7goerj6s87oyvclAxABg8zs_wCNRM59qHGKMrs6SvPue8-8yiLDGV9frsCsSZDRWViyFjo3-OMl-kO1hbNyPdITbNcSqVKK7LgknoXLnZHsh0Y6oY6lbNAHV3EtsuQ&amp;v=1&amp;imprintMessageId=f5fa3e29-f058-4066-b443-341f03d2c537>

[YouTube<file:///C:/Users/daisyh/AppData/Local/Temp/msohtmlclip1/01/clip_image009.gif>]<https://au.content.exclaimer.net/?url=https%3A%2F%2Fwww.youtube.com%2Fuser%2Fnetstrata&amp;tenantid=Ys1hMu1cEe2fcQAiSJaubA&amp;templateid=4535e70317f9ed11907c00224896aee6&amp;signature=UZV8hCjJ57Mi5mvnTkKLY417rENXEfzMdSw7NRXrHE-8U7TbEj7V-A1J43NWITwIo2SA3tbDHdoLc1XpyJSlNxgQFu6S-M92YBx-ulInZf6YRY5ArCIsexkbY0cL4BGXQqDZfmRi3tl4-GtCPJrB00cMvguWpashd-l4opxyh6_mWpirBDrbNt0RlSMCvvEs5omTy8JvOXmjSrVhdIYzQ6GIJh3YFVpvXT2U1MtkcI3dcEjoZPy9aGsOjOSrNwOc86w0v9PlFgcBsLhxc4hS-tFyiIQsQ-DAdOiZtLxqoWlp6OvqEJBvN050P5AoJz9p04FRJxFy3ZZVeO0-9STWBQ&amp;v=1&amp;imprintMessageId=f5fa3e29-f058-4066-b443-341f03d2c537>



<file:///C:/Users/daisyh/AppData/Local/Temp/msohtmlclip1/01/clip_image011.gif>

02 8567 6414<tel:02%208567%206414>

<file:///C:/Users/daisyh/AppData/Local/Temp/msohtmlclip1/01/clip_image013.gif>

Melissa.Elliott@netstrata.com.au<mailto:Melissa.Elliott@netstrata.com.au>

<file:///C:/Users/daisyh/AppData/Local/Temp/msohtmlclip1/01/clip_image015.gif>

298 Railway Parade

, 

Carlton

 

NSW

 

2218

 

After Hours Emergency: 1300 663 760

 

 

 

 

 

[NetStrata Industry<file:///C:/Users/daisyh/AppData/Local/Temp/msohtmlclip1/01/clip_image017.gif>]<https://au.content.exclaimer.net/?url=https%3A%2F%2Fnetstrata.com.au%2Findustry%2F&amp;tenantid=Ys1hMu1cEe2fcQAiSJaubA&amp;templateid=4535e70317f9ed11907c00224896aee6&amp;excomponentid=rfpLGyrjKtXcpV0TuwZtx46r5k16XEeOVTBZpOdui9c&amp;signature=rWOmpydHHS5NS6RC5VlL93vLLKuoMIF3AtPu8JlBcrctOwx7HfRyFN7HOUG0pXqjbhj5lLUJZGJjr2aEDubEVBo-KRBSxIcogKza0jetzQR_0Oojw2GybRh1-tJZWwNaK3DkYf98IU_yR8LYoOPOk9ytztOzDfBZlIxqlX2RIvmTP96InZPaaN0NEqnvVX6JgHqmsAqRrdqdOeH4yeGSggkbxl8KnPD5RscSrd-dk8qi2JRXqodtQTVTfKZGOadOYoF2oyB92fL6BpvCzRNzas6gwxUcnToyxz3ndRn1uWlJbGuesJQcHZCTNv_gJjq_l5O6GB8lXeh5Yf2LK0t3OA&amp;v=1&amp;imprintMessageId=f5fa3e29-f058-4066-b443-341f03d2c537>

<file:///C:/Users/daisyh/AppData/Local/Temp/msohtmlclip1/01/clip_image018.gif><https://au.content.exclaimer.net/?url=https%3A%2F%2Fnetstrata.com.au%2Fspace-mobile-app%2F&amp;tenantid=Ys1hMu1cEe2fcQAiSJaubA&amp;templateid=4535e70317f9ed11907c00224896aee6&amp;excomponentid=sxXLYa-TLbE88KgBCz1CBr7jEh4B6LVEw5fTPVQJ0QM&amp;signature=rtXzgfkCpSexgIoK0JFZL3k-4b9WqRyn9EhAIRcSiGrgaYLNGxewgO19z3ukgt3hhVrK15peMhjg7CwO2QZqiHUBD3HktA-QN1UvLbVAiszwfGbHvNqtBvGYhu5fmzFcyHGUYKvdINUSVcs9504gZfZU0u8hbbE9FikNvHXuNeL5nRQ2ALlhbHRmMVfc7CjjobiMdcqwa6fqge9F1X31Qg8E3UV2NBuXoB_kxmcqmLRlsfuZjMwP6Sni9lGwU4Uyeixi8pxE7Veo899WvNuIH6D7MFJvz9NUSdxI8ykqqqKo6QfPvEkEZZSWB0ZiYcjrsUkk7UbRYrDUQMz-11MDVw&amp;v=1&amp;imprintMessageId=f5fa3e29-f058-4066-b443-341f03d2c537>

 

 

 

From: Melissa Elliott <Melissa.Elliott@netstrata.com.au<mailto:Melissa.Elliott@netstrata.com.au>> 
Sent: Friday, October 27, 2023 3:10 PM
Cc: modena@centralfacility.com.au<mailto:modena@centralfacility.com.au>
Subject: 100612 - 27 YATTENDEN CRESCENT, BAULKHAM HILLS | Important
Notice - Please read 

 

Dear Owners, Agents and Tenants, 

 

I hope this email finds you well. 

 

I write to bring to your attention a very important
resident information session to be held at 6:00PM on Monday, 13 November 2023. 

 

The information session will be held in the onsite community
room (located from the ground floor, down the rear stairs towards Yattenden
Cres).

 

The purpose of the information session is to provide
residents with information on the ongoing construction at Modena.

 

The topics for discussion at the meeting are as follows:

*	Introduction to the construction team;
*	Update on the Building Works Rectification Order (BWRO) and rectification works completed to date;
*	Update on future works to be completed, including duration and expected impact on residents;
*	Opportunity for residents to ask questions.

 

It is strongly encouraged that all interested parties attend
this meeting to receive updates and ask questions.

 

If you have any questions prior to the meeting, please do
not hesitate to reach out to me. 

<file:///C:/Users/daisyh/AppData/Local/Temp/msohtmlclip1/01/clip_image001.jpg>

MELISSA ELLIOTT​​​​

Senior Strata Manager

netstrata.com.au<https://au.content.exclaimer.net/?url=https%3A%2F%2Fnetstrata.com.au%2F&amp;tenantid=Ys1hMu1cEe2fcQAiSJaubA&amp;templateid=4535e70317f9ed11907c00224896aee6&amp;signature=lw9oBP5ythExnOaZ9Ypz10PgC15S24nKR3FvOCuF4kP8WpA42P75rmVHvNO1EHjlozCTMfJ0HWQnbaaIe-DtuEAMVFud1kEdJrQb812VbJ7d9aa2L2XNrsFBcnELpFcmLzBpWsKGKaCQr0f7QuNH7PcrFsUbCTcgqxOrrBxgrD_i74ynebCEmncos2ygX_8gJJX-wdPwi_CtTXIM-O8i07n3ZkHh8lOLc0r9EsxTbbXGAaPiuOrDH25QRP7aFmeakP2L0MW9_xoVq625-ICyhyJrHPm9jtX4gP4IzIKcWBNzNUD5kmGBDZCKC9aYsK0X2CFO0tn6NGF2AuQi7oVHKA&amp;v=1&amp;imprintMessageId=f217c220-91e7-409a-9bfe-0068b4189fe8>



[Facebook<file:///C:/Users/daisyh/AppData/Local/Temp/msohtmlclip1/01/clip_image003.gif>]<https://au.content.exclaimer.net/?url=https%3A%2F%2Fwww.facebook.com%2Fnetstrata&amp;tenantid=Ys1hMu1cEe2fcQAiSJaubA&amp;templateid=4535e70317f9ed11907c00224896aee6&amp;signature=sM-u-VnZUCdeSd8dlGEJKHZUwX9WGKhkDZdeCzOuErT2wRWF6tISIaqEp2O3mWsNN7vc6rfZdQGOHhg8_Ii7GWF367db8oHQZZeePcFVNVtdYlKLbPvtePP9lkaFf20RFyYCBFCHcBlJ2G4Vs-PibahJ9mt-TSHmFIZDnhC0gNMWkhsC9jIDuCQZk5uzZfiFc7ZJ0vWgeYoeqbpZmc0rdITj_A82Qo7EEyevS4fXDRFCU_VZbcgTZ7nEVLda6OW_8P4t-e9pCAO24H39IyzcYvHcprUdSqd80r4Uzn0_GsCyZqxivzN_m0x9I0Wl43PMiguYELn6JRGNUiT1bebLYQ&amp;v=1&amp;imprintMessageId=f217c220-91e7-409a-9bfe-0068b4189fe8>

[LinkedIn<file:///C:/Users/daisyh/AppData/Local/Temp/msohtmlclip1/01/clip_image005.gif>]<https://au.content.exclaimer.net/?url=https%3A%2F%2Fau.linkedin.com%2Fcompany%2Fnetstrata&amp;tenantid=Ys1hMu1cEe2fcQAiSJaubA&amp;templateid=4535e70317f9ed11907c00224896aee6&amp;signature=dbDZ7JKdu7ByrkZQuSjGfWy5XZaDNeWsxTd7F7m_QKSzG_LVTnVNLiDjB7SPFoUwjqKMeG86zev4oeJLqCuyjzq4zRSu1T26QrBn2QFvWi9yP05EfCZSFGc-8c4AFVHGM8raGcQN59xo-lpznR58wZokqYq57H8IwB-RrceaxsQKNI3bSTU1NXnVIVYe7mlH9ynRzHYug-UK1u9HnL__fr5lxsso7P7Cmsrkr09klZtyLbDUIIMWwdcFacaRWmW4Ou5yObOOSUY9L880Qj5rXDORExKix2djAaoEeJjrxYxtNj1o0LKdgXMCjSndpbXXD5wg0SxM-gCTzmjBkwyGoA&amp;v=1&amp;imprintMessageId=f217c220-91e7-409a-9bfe-0068b4189fe8>

[Twitter<file:///C:/Users/daisyh/AppData/Local/Temp/msohtmlclip1/01/clip_image007.gif>]<https://au.content.exclaimer.net/?url=https%3A%2F%2Fwww.instagram.com%2Fnetstrata&amp;tenantid=Ys1hMu1cEe2fcQAiSJaubA&amp;templateid=4535e70317f9ed11907c00224896aee6&amp;signature=IWkbhV0R10PtKiv2PUIkBz5hA-bwsRy-w0EIGDFMa_nadK3BLniwaFu1WctUvF_EewaKHxBK9EIVLvfIWgx-CP5zTqjg4c4AEGqkTjJJ3MzRj3JJZ7owkUvgoZgLHSywFDL_Fn5eFt1MTAItK0Ha84zpAg1pgQO2GOgJ2ct_rMEHbveCFk2-W5Jrcd0qOYbESWC9FAtBodS-aP-gkfQQ05ZI7goerj6s87oyvclAxABg8zs_wCNRM59qHGKMrs6SvPue8-8yiLDGV9frsCsSZDRWViyFjo3-OMl-kO1hbNyPdITbNcSqVKK7LgknoXLnZHsh0Y6oY6lbNAHV3EtsuQ&amp;v=1&amp;imprintMessageId=f217c220-91e7-409a-9bfe-0068b4189fe8>

[YouTube<file:///C:/Users/daisyh/AppData/Local/Temp/msohtmlclip1/01/clip_image009.gif>]<https://au.content.exclaimer.net/?url=https%3A%2F%2Fwww.youtube.com%2Fuser%2Fnetstrata&amp;tenantid=Ys1hMu1cEe2fcQAiSJaubA&amp;templateid=4535e70317f9ed11907c00224896aee6&amp;signature=UZV8hCjJ57Mi5mvnTkKLY417rENXEfzMdSw7NRXrHE-8U7TbEj7V-A1J43NWITwIo2SA3tbDHdoLc1XpyJSlNxgQFu6S-M92YBx-ulInZf6YRY5ArCIsexkbY0cL4BGXQqDZfmRi3tl4-GtCPJrB00cMvguWpashd-l4opxyh6_mWpirBDrbNt0RlSMCvvEs5omTy8JvOXmjSrVhdIYzQ6GIJh3YFVpvXT2U1MtkcI3dcEjoZPy9aGsOjOSrNwOc86w0v9PlFgcBsLhxc4hS-tFyiIQsQ-DAdOiZtLxqoWlp6OvqEJBvN050P5AoJz9p04FRJxFy3ZZVeO0-9STWBQ&amp;v=1&amp;imprintMessageId=f217c220-91e7-409a-9bfe-0068b4189fe8>



<file:///C:/Users/daisyh/AppData/Local/Temp/msohtmlclip1/01/clip_image011.gif>

02 8567 6414<tel:02%208567%206414>

<file:///C:/Users/daisyh/AppData/Local/Temp/msohtmlclip1/01/clip_image013.gif>

Melissa.Elliott@netstrata.com.au<mailto:Melissa.Elliott@netstrata.com.au>

<file:///C:/Users/daisyh/AppData/Local/Temp/msohtmlclip1/01/clip_image015.gif>

298 Railway Parade

, 

Carlton

 

NSW

 

2218

 

After Hours Emergency: 1300 663 760

 

 

 

 

 

[NetStrata Industry<file:///C:/Users/daisyh/AppData/Local/Temp/msohtmlclip1/01/clip_image019.gif>]<https://au.content.exclaimer.net/?url=https%3A%2F%2Fnetstrata.com.au%2Findustry%2F&amp;tenantid=Ys1hMu1cEe2fcQAiSJaubA&amp;templateid=4535e70317f9ed11907c00224896aee6&amp;excomponentid=rfpLGyrjKtXcpV0TuwZtx46r5k16XEeOVTBZpOdui9c&amp;signature=rWOmpydHHS5NS6RC5VlL93vLLKuoMIF3AtPu8JlBcrctOwx7HfRyFN7HOUG0pXqjbhj5lLUJZGJjr2aEDubEVBo-KRBSxIcogKza0jetzQR_0Oojw2GybRh1-tJZWwNaK3DkYf98IU_yR8LYoOPOk9ytztOzDfBZlIxqlX2RIvmTP96InZPaaN0NEqnvVX6JgHqmsAqRrdqdOeH4yeGSggkbxl8KnPD5RscSrd-dk8qi2JRXqodtQTVTfKZGOadOYoF2oyB92fL6BpvCzRNzas6gwxUcnToyxz3ndRn1uWlJbGuesJQcHZCTNv_gJjq_l5O6GB8lXeh5Yf2LK0t3OA&amp;v=1&amp;imprintMessageId=f217c220-91e7-409a-9bfe-0068b4189fe8>

<file:///C:/Users/daisyh/AppData/Local/Temp/msohtmlclip1/01/clip_image018.gif><https://au.content.exclaimer.net/?url=https%3A%2F%2Fnetstrata.com.au%2Fspace-mobile-app%2F&amp;tenantid=Ys1hMu1cEe2fcQAiSJaubA&amp;templateid=4535e70317f9ed11907c00224896aee6&amp;excomponentid=sxXLYa-TLbE88KgBCz1CBr7jEh4B6LVEw5fTPVQJ0QM&amp;signature=rtXzgfkCpSexgIoK0JFZL3k-4b9WqRyn9EhAIRcSiGrgaYLNGxewgO19z3ukgt3hhVrK15peMhjg7CwO2QZqiHUBD3HktA-QN1UvLbVAiszwfGbHvNqtBvGYhu5fmzFcyHGUYKvdINUSVcs9504gZfZU0u8hbbE9FikNvHXuNeL5nRQ2ALlhbHRmMVfc7CjjobiMdcqwa6fqge9F1X31Qg8E3UV2NBuXoB_kxmcqmLRlsfuZjMwP6Sni9lGwU4Uyeixi8pxE7Veo899WvNuIH6D7MFJvz9NUSdxI8ykqqqKo6QfPvEkEZZSWB0ZiYcjrsUkk7UbRYrDUQMz-11MDVw&amp;v=1&amp;imprintMessageId=f217c220-91e7-409a-9bfe-0068b4189fe8>

 

 

 



 

",strata
